Doctor ID,Doctor Name,Years of Experience,PMC Verified,Doctor Image,Type,About,Services,Education and Certification,Specialization,Languages,Experience,Clinic Name,Clinic Address,Clinic Fees,Clinic Schedule,Consultation,Consultation Fees,Consultation Schedule,Medical Center,Center Address,Center Fees,Center Schedule,Page Url
12028,Dr Uzma Zaidi,18 Year(s),Yes,https://www.shifaam.com/doctors/karachi/hematologist/dr-uzma-zaidi-12028/uploads/profile-images/1643457948-doctor.jpeg,Hematologist,"Dr. Uzma Zaidi, First European Society for Blood & Marrow Transplantation (EBMT) Certified Physician in Pakistan. With an FCPS degree in Hematology & Post Fellowship in Clinical Hematology & Bone Marrow Transplant, She has a comprehensive understanding of the Transplant Physiology, Immunology & Clinical aspects of both Allogenic & Autologous transplants. Dr. Uzma Zaidi, also a Certified Clinical Research Associate & have attended good clinical practice courses as well. She has been Invovled in research activities & have worked as a Co-Investigator in GLOBAL MPN Registry. Her More than 15 case reports/original papers published in Indexed Journals.","Management Of Anemia & Low Platelets
Management Of Bleeding Disorders
Management Of Thalassemia
Sickle Cell Anemia
Blood Cancer (lukemia & Lymphoma)
Blood Disorder With High Hemoglobin
White Cell & Platelets (polycythemia & Cml)
Bmt For All Blood Disorder Including B-thalassemia
Aplastic Anemia
Leukemia","MBBS - Jinnah Medical & Dental College
FCPS - National Institute of Blood Diseases
Fellowship in Clinical Hematology - National Institute of Blood Diseases
Fellowship in Stem Cell Transplant - National Institute of Blood Diseases
FRCP - The Royal College of Surgeons of Edinburgh
FRCP - The Royal College of Surgeons of London
Clinical Research Associate Course - Dimension Research Affiliated with Brook wood International Academy, UK
Quality Control in Hematology - Ziauddin Hospital, Karachi, Pakistan",Hematologist,"Urdu
English","2021 - Present, Head of Bone Marrow Transplant Program, National Institute Of Blood Diseases And Bone Marrow Transplantation, Karachi, Pakistan
2020 - Present, Associate Professor & Consultant Hematologist, National Institute Of Blood Diseases And Bone Marrow Transplantation, Karachi, Pakistan
2019 - 2020, Bone Marrow Transplant Physician, National Institute Of Blood Diseases And Bone Marrow Transplantation, Karachi, Pakistan
2017 - 2018, Bone Marrow Transplant Fellow & Coordinator, National Institute Of Blood Diseases And Bone Marrow Transplantation, Karachi, Pakistan
2014 - 2017, Clinical Hematology Fellow & Consultant Hematologist, National Institute Of Blood Diseases And Bone Marrow Transplantation, Karachi, Pakistan
2014 - Present, Section Head, Myeloproliferative Neoplasm, National Institute Of Blood Diseases And Bone Marrow Transplantation, Karachi, Pakistan
2014 - Present, Head of Laboratory & Blood Bank (Evening), Darul Sehat Hospital & Lcmd Karachi, Pakistan
2013 - 2014, Registrar Clinical Hematology, National Institute Of Blood Diseases And Bone Marrow Transplantation, Karachi, Pakistan
2009 - 2013, Post Graduate Trainee in Hematology, National Institute Of Blood Diseases And Bone Marrow Transplantation, Karachi, Pakistan
2004 - 2005, House Officer, Civil Hospital Karachi Pakistan",,,,,Online Video Consultation,Rs.800,"Monday

                                            
04:00 PM - 09:00 PM

                                        
Tuesday

                                            
05:00 PM - 09:00 PM

                                        
Wednesday

                                            
08:00 PM - 09:00 PM

                                        
Friday

                                            
07:30 PM - 09:00 PM

                                        
Saturday

                                            
07:30 PM - 09:00 PM",,,,,https://www.shifaam.com/doctors/karachi/hematologist/dr-uzma-zaidi-12028
11917,Dr Saqib Gul,10 Year(s),Yes,https://www.shifaam.com/doctors/karachi/general-physician/dr-saqib-gul-11917/uploads/profile-images/1633937610-doctor.jpeg,General Physician,"Focused on General Medicine,Family Medicine and Mental health.","General Physician
General Consultation
General Health Checkup
Family , Career And General Counseling.
Family Medicine","MBBS - hamdard university
MD (US Medical licensing exams) - ECFMG USA
MCPS - College of Physicians and Surgeons","General Physician
General Physician","Urdu
English
Punjabi
","2021 - Present, Medical Officer, Usman Memorial Hospital
2020 - 2020, Medical Officer, The Kidney Center
2020 - 2020, Medical Observer, All Island Neurology, New York City
2019 - 2020, Medical Observer, Applachian Regional Healthcare,west Virginia,us
2017 - 2019, Medical Officer, Ameen Hospital
2016 - 2016, Medical Extern, Aga Khan University Hospital
2014 - 2016, Medical Officer, Ameen Hospital
2014 - 2014, Medical Officer, Patel Hospital
2013 - 2013, Medical Officer, Patel Hospital
2012 - 2013, House officer, Jinnah Postgraduate Medical Center",Shifaam Physical Clinic,"Main Shaheed-e-Millat Road, Karachi",Rs.1000,"Monday

                                            
11:30 AM - 01:00 PM

                                            
Thursday

                                            
06:00 PM - 08:00 PM",Online Video Consultation,Rs.350,"Monday

                                            
10:30 AM - 02:30 PM

                                        
Tuesday

                                            
10:30 AM - 02:30 PM

                                        
Wednesday

                                            
10:30 AM - 02:30 PM

                                        
Thursday

                                            
10:30 AM - 02:30 PM

                                        
Friday

                                            
10:30 AM - 12:30 PM

                                        
Saturday

                                            
10:30 AM - 12:30 PM",,,,,https://www.shifaam.com/doctors/karachi/general-physician/dr-saqib-gul-11917
12396,Fatima Haider,6 Year(s),No,https://www.shifaam.com/doctors/karachi/psychologist/fatima-haider-12396/uploads/profile-images/1664032590-doctor.jpeg,Psychologist,"I am a humanistic integrative therapist. Also been trained as an NLP practitioner. Have taken several courses on mindfulness as well and completed the CPPD Supervision Diploma last year. In addition to clients, I am also working with some supervisees.","Psychotherapy
Humanistic Integrative Counselling","Bachelors in Science - BS
CPPD Advanced Diploma -  Humanistic Integrative Counselling
CPPD Diploma - Clinical Supervision",Psychologist,"Urdu
English","2022 - Present, Counsellor / Psychotherapist, Synapse Neuroscience Institute 
2021 - 2022,  Clinical Supervisor, Cppd Counselling School
2017 - Present, Humanistic Integrative Counsellor, Private Practitioner",,,,,Online Video Consultation,Rs.2000,"Friday

                                            
10:00 AM - 11:00 AM",,,,,https://www.shifaam.com/doctors/karachi/psychologist/fatima-haider-12396
11869,Dr Hira Sabih Baqai,10 Year(s),Yes,https://www.shifaam.com/doctors/karachi/diabetologist/dr-hira-sabih-baqai-11869/uploads/profile-images/1633009353-doctor.jpeg,Diabetologist,"I Dr Hira Sabih Baqai working as Endocrinologist and Family Physician 
I practice at my private clinic and also work as Diabetologist for Neya Jeevan
I have been practicing as Physician at my clinic since 2012","Obesity
Diabetic Pump Therapy
Diabetes And Complications
Diabetes Care During Pregnancy
Diabetes Foot Care
Obesity
Pcos
Preconception Care In Diabetes
Weight Management",MSc ( Diabetes And Endocrinology ) - DOW UNIVERSITY OF HEALTH SCIENCES,Diabetologist,"Urdu
English","2014 - 2015, RMO, Remedial Center
2012 - Present, ENDOCRINOLOGIST AND FAMILY PHYSICIAN, Hira Medical Center",Shifaam Physical Clinic,"Main Shaheed-e-Millat Road, Karachi",Rs.700,"Saturday

                                            
11:00 AM - 01:00 PM",Online Video Consultation,Rs.700,"Monday

                                            
11:00 AM - 08:00 PM

                                        
Tuesday

                                            
11:00 AM - 08:00 PM

                                        
Wednesday

                                            
11:00 AM - 08:00 PM

                                        
Thursday

                                            
11:00 AM - 08:00 PM

                                        
Friday

                                            
11:00 AM - 08:00 PM

                                        
Saturday

                                            
11:00 AM - 08:00 PM",Hira Medical Center,"B 543, Block 13 Gulberg Town, Karachi, Karachi City, Sindh",Rs.700,"Tuesday

                                            
06:30 PM - 08:30 PM

                                            
Thursday

                                            
06:30 PM - 08:30 PM

                                            
Friday

                                            
06:30 PM - 08:30 PM",https://www.shifaam.com/doctors/karachi/diabetologist/dr-hira-sabih-baqai-11869
11912,Dr Farida Jan,8 Year(s),Yes,https://www.shifaam.com/doctors/karachi/paediatric-neurologist/dr-farida-jan-11912/uploads/profile-images/1633429273-doctor.jpeg,Paediatric Neurologist,"Having 25 yrs experience, She started her career with MBBS from Bolan Medical college, joined Residency in Children Hospital Pakistan Institute of Health Sciences Islamabad. Cleared both MCPS & FCPS in 2006.
She served as Senior Registrar Pediatrics at Bolan Medical Complex Hospital till 2012. She did her Pediatric Neurology Fellowship in 2014 from Aga Khan University and FCPS Neurology in 2021.","Autism
Epilepsy Treatment ,
, Febrile Fits ,
Neuro Rehabilitation ,
Headache ,
Autism
Slow Learner,
Neurodegenerative Diseases ,
Intellectual Disabilities ,
, Pediatric Complex Neuro-disability Services ,
Behavioral Disorders ,
, Movement Disorder ,
Developmental Delay & Regression ,
Cerebral Palsy",FCPS Peds Neurology - Aga Khan University ,Paediatric Neurologist,"Punjabi

English
Pashto
Urdu
Persian","2018 - Present, Assistant Professor, Liaquat National Hospital Karachi
2015 - 2019, Senior Instructor, Aga Khan University Hospital
2020 - Present, Consultant Pediatric Neurologist, South City Hospital ",,,,,Online Video Consultation,Rs.1500,"Monday

                                            
05:00 PM - 09:00 PM

                                        
Saturday

                                            
07:00 PM - 08:30 PM

                                        
Sunday

                                            
06:30 PM - 08:30 PM",,,,,https://www.shifaam.com/doctors/karachi/paediatric-neurologist/dr-farida-jan-11912
12168,Dr. Zohaib Nawaz,N/A,Yes,https://www.shifaam.com/doctors/karachi/orthopedist/dr-zohaib-nawaz-12168/uploads/profile-images/1652430754-doctor.jpeg,Orthopedist,Dr. Zohaib Nawaz is among the best Orthopaedic in Karachi. He has a number of certifications including MBBS & FCPS (Orthopaedics) along with an extensive experience of 13 Years in his Profession.,"Cerebral Palsy Management
Hip Dysplasia
Limb Lengthening
Bone Health Care
Fracture Care
Joints Replacement Surgery
Knee Replacement
Minimally Invasive Surgery
Osteoporosis
Reconstructive Orthopaedic, Trauma Surgery
Spinal Surgeon
Sports Medicine, Complex Fracture, Trauma
Sports & Arthroscopic Surgery
Paediatric Orthopedics (club Foot)","M.B.B.S. - University of Karachi
FCPS - College of Physicians & Surgeons Pakistan
MRCPS - R.C.P.S. GLASGOW",Orthopedist,"Urdu
English",,,,,,Online Video Consultation,Rs.800,"Monday

                                            
05:00 PM - 06:00 PM

                                        
Tuesday

                                            
05:00 PM - 06:00 PM

                                        
Wednesday

                                            
05:00 PM - 06:00 PM

                                        
Thursday

                                            
05:00 PM - 06:00 PM",,,,,https://www.shifaam.com/doctors/karachi/orthopedist/dr-zohaib-nawaz-12168
12105,Dr Muntazir Hussain,9 Year(s),Yes,https://www.shifaam.com/doctors/karachi/head-and-neck-surgeon/dr-muntazir-hussain-12105/uploads/profile-images/1649935975-doctor.jpeg,Head and Neck Surgeon,"Dr. Muntazir Hussain offers a number of different services and treatments such as Difficulty Swallowing, Ear Discharge, Head and Neck Cancers, Hearing Loss, Hoarseness of Voice, Nasal Blockage, Salivary Gland Swellings, Sinus Disease, Throat Ache and Thyroid Swellings.","Head And Neck Cancer
Difficulty Swallowing
Salivary Gland Swellings
Throat Ache And Thyroid Swellings.
Nasal Blockage
Sinus Disease
Hoarseness Of Voice
Hearing Loss
Ear Discharge","MBBS - Aga Khan University Hospital, Karachi
FCPS - Aga Khan University Hospital, Karachi","Ent Surgeon
Head And Neck Surgeon","English
Urdu","2019 - 2020, Head and Neck Surgical Oncology Fellowship, Shaukat Khanum Memorial Cancer Hospital & Research Center, Lahore
2018 - 2018, Chief Resident, Aga Khan University Hospital, Karachi
2014 - 2017, Residency, Aga Khan University Hospital, Karachi",,,,,Online Video Consultation,Rs.1000,"Tuesday

                                            
09:00 PM - 10:00 PM

                                        
Friday

                                            
09:00 PM - 10:00 PM",,,,,https://www.shifaam.com/doctors/karachi/head-and-neck-surgeon/dr-muntazir-hussain-12105
12122,Dr Muhammad Masood,N/A,Yes,https://www.shifaam.com/doctors/karachi/gastroenterologist/dr-muhammad-masood-12122/uploads/profile-images/1650387754-doctor.jpeg,Gastroenterologist,"I am Dr Mohammad Masood, working as Consultant Gastroenterologist, Hepatologist and Endoscopist at Jinnah Post graduate medical center as well as K health care. I have done with FCPS in Gastroenterology in 2020 and one of member of American College of Gastroenterology. Also, dealing with Gastroenterology and liver diseases and doing diagnostic as well as therapeutic endoscopic procedures including bleed management like acute emergencies.","Colonoscopy
Gall Bladder
Gastric Band Ligation
Gastroscopy
Liver Problem
Pancreas Treatement
Peg Tube Placement
Stomach & Colon Disease
Hepatitis A Treatment
Hepatitis B Treatment
Hepatitis C Treatment","F.C.P.S. (GASTROENTEROLOGY) - COLL.OF PHYSICIANS & SURGEONS PAKISTAN
M.B.B.S - LIAQUAT UNIV. JAMSHORO",Gastroenterologist,"English
Urdu",,,,,,,,,,,,,https://www.shifaam.com/doctors/karachi/gastroenterologist/dr-muhammad-masood-12122
12177,Dr Danish Shakeel,7 Year(s),Yes,https://www.shifaam.com/doctors/karachi/hematologist/dr-danish-shakeel-12177/uploads/profile-images/1653406688-doctor.jpeg,Hematologist,Dr. Danish Shakeel is a highly qualified Hematologist with a number of certifications including M.B.B.S and F.C.P.S. ( Clinical Haematology ) as well as 9 years of experience in his Profession He is a dedicated and highly qualified Hematologist and trained from AKUH.,"Blood Clot
Dvt
Irritable Bowel Syndrome
Blood Cancer
Leukemia","M.B.B.S. - Baqai Medical University
FCPS - College of Physicians & Surgeons Pakistan",Hematologist,"Urdu
English","2016 - 2019, Clinical Fellowship, Agha Khan University Hospital 
2019 - Present, Consultant Clinical Hematology, National Medical Center Karachi",Taj Consultant Clinic,"R3J7+VWX, Sunset Ln, D.H.A Phase II Extension Phase 2 Commercial Area Defence Housing Authority, Karachi, Karachi City, Sindh 75500",Rs.1000,"Wednesday

                                            
08:00 PM - 09:00 PM

                                            
Thursday

                                            
08:00 PM - 09:00 PM

                                            
Friday

                                            
08:00 PM - 09:00 PM

                                            
Saturday

                                            
08:00 PM - 09:00 PM",,,,,,,,https://www.shifaam.com/doctors/karachi/hematologist/dr-danish-shakeel-12177
12394,Dr Tabassum Alvi,16 Year(s),Yes,https://www.shifaam.com/doctors/karachi/psychiatrist/dr-tabassum-alvi-12394/uploads/profile-images/1664100736-doctor.jpeg,Psychiatrist,"Dr. Tabassum Alvi Assistance Professor of Psychiatry, working at Majmaah Medical University since 2014 till date in Saudi Arabia and working as a therapist since 2016.","Depression
Grief Work
Developmental Issues",,Psychiatrist,"Urdu
English","2014 - Present, Assistance Professor Psychiatry, Majmaah Medical University
2016 - Present, Therapist, Private
2007 - Present, Mental Health Practitioner, Private Practitioner",,,,,Online Video Consultation,Rs.3000,"Tuesday

                                            
02:00 PM - 03:00 PM

                                        
Friday

                                            
12:00 PM - 01:00 PM",,,,,https://www.shifaam.com/doctors/karachi/psychiatrist/dr-tabassum-alvi-12394
